Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
4096,0,0,22.8453,N/A,32.768,N/A,
4096,0,0,116.487,N/A,32.768,N/A,
4096,0,0,24.0095,N/A,32.768,N/A,
4096,0,0,227.023,N/A,32.768,N/A,
4096,0,0,516.887,N/A,32.768,N/A,
4096,0,0,561.376,N/A,32.768,N/A,
4096,0,0,332.485,N/A,32.768,N/A,
4096,0,0,712.456,N/A,32.768,N/A,
4096,0,0,192.596,N/A,32.768,N/A,
4096,0,0,750.198,N/A,32.768,N/A,


PRC Parameters
Parameter,Element,Value,
DEVICE_EXEC_TIME,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,811.569593,
CU_CALLS,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0|disassembler_1,800,
MEMORY_BIT_WIDTH,xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0,512,
MIGRATE_MEM,host,1600,
DDR_BANKS,,1,
PORT_BIT_WIDTH,disassembler_1/m_axi_gmem,32,
KERNEL_COUNT,disassembler,1,
OBJECTS_RELEASED,all,1,

